,Date,NERC,Area,Disturbance,Loss,Affected Customers,Restoration Date
1741,2015-06-01 00:00:00,SERC,Kentucky,Vandalism,2.0,110.0,2015-06-01 00:00:00
1742,2015-06-01 00:00:00,WECC,California,System Operations,5.0,484.0,2015-06-02 00:00:00
1743,2015-06-02 00:00:00,WECC,California,System Operations,5.0,727.0,2015-06-02 00:00:00
1744,2015-06-03 00:00:00,TRE,Texas,System Operations,227.61758764334965,75034.07073954983,2015-06-05 00:00:00
1745,2015-06-07 00:00:00,SERC,Tennessee,System Operations,926.0,49784.83870967742,2015-06-07 00:00:00
1746,2015-06-07 00:00:00,SERC,Tennessee,System Operations,251.62413084738048,49784.83870967742,2015-06-07 00:00:00
1747,2015-06-08 00:00:00,WECC,California,System Operations,176.0,58512.31137724551,Unknown
1748,2015-06-20 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,2015-06-20 00:00:00
1749,2015-06-23 00:00:00,RFC,New Jersey,Severe Weather,86.11861443918144,263000.0,2015-06-30 00:00:00
1750,2015-06-23 00:00:00,RFC,Delaware,Severe Weather,512.4065706908899,65000.0,2015-06-26 00:00:00
1751,2015-06-23 00:00:00,RFC,Delaware,Severe Weather,515.016100063944,200000.0,2015-06-23 00:00:00
1752,2015-06-23 00:00:00,NPCC,Vermont,Severe Weather,72.8917153934307,62442.0,2015-06-24 00:00:00
1753,2015-06-23 00:00:00,RFC,New Jersey,System Operations,198.0,156338.0,2015-06-23 00:00:00
1754,2015-06-23 00:00:00,NPCC,New Jersey,Severe Weather,90.0,73000.0,Unknown
1755,2015-06-26 00:00:00,SPP,Kansas,Severe Weather,175.22046969574686,110000.0,Unknown
1756,2015-06-27 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,68000.0,2015-06-30 00:00:00
1757,2015-06-29 00:00:00,WECC,Washington,Severe Weather,271.4139681316148,55748.43961352657,2015-06-29 00:00:00
1758,2015-06-30 00:00:00,WECC,California,Severe Weather,492.8332770163392,58512.31137724551,2015-06-30 00:00:00
1759,2015-06-30 00:00:00,WECC,California,Severe Weather,492.8332770163392,58512.31137724551,2015-07-01 00:00:00
1761,2015-07-03 00:00:00,TRE,Texas,System Operations,350.0,30000.0,2015-07-03 00:00:00
1762,2015-07-13 00:00:00,RFC,Ohio,Severe Weather,480.0,68339.0,2015-07-16 00:00:00
1763,2015-07-13 00:00:00,RFC,Virginia,Severe Weather,333.3082712434652,52739.0,2015-07-15 00:00:00
1764,2015-07-14 00:00:00,SPP,Arkansas,Severe Weather,12.615873818093775,9775.0,2015-07-15 00:00:00
1765,2015-07-14 00:00:00,SERC,Alabama,Severe Weather,366.0,111644.0,2015-07-15 00:00:00
1766,2015-07-15 00:00:00,WECC,California,System Operations,360.0,58512.31137724551,2015-07-15 00:00:00
1767,2015-07-16 00:00:00,SPP,Texas,System Operations,117.0,17311.0,2015-07-16 00:00:00
1768,2015-07-18 00:00:00,MRO,Minnesota,Severe Weather,250.0,250000.0,2015-07-19 00:00:00
1769,2015-07-18 00:00:00,WECC,California,System Operations,30.0,70.0,2015-07-18 00:00:00
1770,2015-07-18 00:00:00,WECC,California,Severe Weather,160.0,78164.0,2015-07-18 00:00:00
1771,2015-07-21 00:00:00,WECC,Washington,System Operations,200.0,55748.43961352657,2015-07-21 00:00:00
1772,2015-07-27 00:00:00,WECC,California,System Operations,492.8332770163392,484.0,2015-07-27 00:00:00
1773,2015-07-28 00:00:00,WECC,Puerto Rico,System Operations,150.0,168908.5,2015-07-28 00:00:00
1774,2015-07-29 00:00:00,NPCC,New York,System Operations,500.0,54921.72173913044,2015-07-29 00:00:00
1775,2015-07-30 00:00:00,TRE,Texas,System Operations,227.61758764334965,75034.07073954983,2015-07-30 00:00:00
1776,2015-07-30 00:00:00,SERC,Tennessee,Vandalism,251.62413084738048,49784.83870967742,Unknown
1777,2015-07-31 00:00:00,WECC,Washington,System Operations,9.0,55748.43961352657,Unknown
1778,2015-08-02 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,162000.0,2015-08-04 00:00:00
1779,2015-08-03 00:00:00,RFC,Illinois,Severe Weather,35.94266045040961,115000.0,2015-08-03 00:00:00
1780,2015-08-03 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,72520.0,2015-08-05 00:00:00
1781,2015-08-03 00:00:00,WECC,New Mexico,Sabotage,183.91140499265592,11874.25,2015-08-04 00:00:00
1782,2015-08-04 00:00:00,NPCC,Rhode Island,Severe Weather,167.08353280900863,132000.0,2015-08-05 00:00:00
1783,2015-08-11 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,100000.0,2015-08-13 00:00:00
1785,2015-08-27 00:00:00,WECC,Puerto Rico,System Operations,360.0,168908.5,2015-08-28 00:00:00
1786,2015-08-29 00:00:00,WECC,Washington,Severe Weather,271.4139681316148,500000.0,Unknown
1787,2015-08-29 00:00:00,WECC,Washington,Severe Weather,250.0,250000.0,2015-09-04 00:00:00
1788,2015-08-29 00:00:00,WECC,Washington,Severe Weather,1200.0,64000.0,2015-08-31 00:00:00
1789,2015-09-03 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,50114.0,2015-09-03 00:00:00
1790,2015-09-13 00:00:00,NPCC,New York,Vandalism,218.33384717844993,54921.72173913044,2015-09-13 00:00:00
1791,2015-09-20 00:00:00,WECC,California,System Operations,150.0,58512.31137724551,2015-09-20 00:00:00
1792,2015-09-29 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,2015-09-29 00:00:00
1793,2015-10-13 00:00:00,WECC,Utah,Vandalism,131.05445040885473,9238.970149253732,2015-10-13 00:00:00
1796,2015-10-16 00:00:00,WECC,Utah,Vandalism,131.05445040885473,9238.970149253732,2015-10-16 00:00:00
1797,2015-10-18 00:00:00,WECC,California,Severe Weather,88.0,55677.0,2015-10-18 00:00:00
1798,2015-10-23 00:00:00,WECC,Puerto Rico,System Operations,500.0,300000.0,2015-10-23 00:00:00
1801,2015-10-31 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,130252.0,2015-11-01 00:00:00
1802,2015-11-01 00:00:00,RFC,Ohio,Vandalism,358.3345594163688,205199.87234042553,2015-11-01 00:00:00
1803,2015-11-02 00:00:00,SERC,Arkansas,Sabotage,4.0,27725.25,2015-11-04 00:00:00
1804,2015-11-10 00:00:00,RFC,Indiana,Sabotage,122.62095345946172,56684.03571428572,2015-11-10 00:00:00
1806,2015-11-17 00:00:00,WECC,Washington,Severe Weather,900.0,89000.0,Unknown
1807,2015-11-17 00:00:00,WECC,Washington,Severe Weather,271.4139681316148,300000.0,Unknown
1808,2015-11-17 00:00:00,WECC,Washington,Severe Weather,271.4139681316148,182000.0,Unknown
1809,2015-11-21 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,60000.0,2015-11-23 00:00:00
1810,2015-11-28 00:00:00,SPP,Oklahoma,Severe Weather,124.69022376824957,55609.0,2015-11-30 00:00:00
1811,2015-11-28 00:00:00,SPP,Oklahoma,Severe Weather,124.69022376824957,35000.0,Unknown
1812,2015-11-29 00:00:00,WECC,Puerto Rico,System Operations,730.7861722777283,168908.5,2015-11-29 00:00:00
1813,2015-11-30 00:00:00,WECC,Puerto Rico,System Operations,100.0,86559.0,2015-11-30 00:00:00
1814,2015-12-02 00:00:00,SPP,Kansas,Vandalism,175.22046969574686,82625.0,2015-12-03 00:00:00
1815,2015-12-05 00:00:00,SPP,Kansas,Vandalism,175.22046969574686,82625.0,2015-12-05 00:00:00
1817,2015-12-08 00:00:00,WECC,Nevada,Sabotage,2657.17670377655,220871.73214285713,2015-12-08 00:00:00
1818,2015-12-09 00:00:00,WECC,Puerto Rico,System Operations,730.7861722777283,168908.5,2015-12-09 00:00:00
1819,2015-12-09 00:00:00,WECC,Washington,Severe Weather,115.0,76300.0,2015-12-09 00:00:00
1820,2015-12-10 00:00:00,SERC,Missouri,System Operations,400.0,1.0,2015-12-10 00:00:00
1821,2015-12-10 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,2015-12-10 00:00:00
1822,2015-12-10 00:00:00,WECC,California,Severe Weather,24.0,9956.0,2015-12-10 00:00:00
1823,2015-12-10 00:00:00,WECC,California,Severe Weather,29.0,9956.0,2015-12-10 00:00:00
1824,2015-12-24 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,168000.0,2015-12-26 00:00:00
1825,2015-12-26 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,70000.0,Unknown
1826,2015-12-26 00:00:00,SPP,Texas,Severe Weather,16.8211650907917,116800.0,2015-12-30 00:00:00
1827,2015-12-27 00:00:00,SPP,Oklahoma,Severe Weather,124.69022376824957,54476.0,2015-12-28 00:00:00
1828,2015-12-27 00:00:00,SPP,Oklahoma,Severe Weather,124.69022376824957,50500.0,Unknown
1829,2015-12-29 00:00:00,NPCC,Maine,Sabotage,5.698226656772256,16419.975609756097,2015-12-29 00:00:00
1830,2015-12-31 00:00:00,SPP,Oklahoma,Severe Weather,8.0,1500.0,2015-12-31 00:00:00
1831,2015-12-31 00:00:00,SERC,Missouri,Sabotage,82.32797873704556,36113.92682926829,Unknown
1832,2016-01-04 00:00:00,MRO,Wisconsin,Sabotage,81.56188381985727,27010.277777777777,2016-01-05 00:00:00
1833,2016-01-10 00:00:00,NPCC,Vermont,Weather,72.8917153934307,59859.0,2016-01-11 00:00:00
1834,2016-01-11 00:00:00,RFC,Pennsylvania,Vandalism,118.61746649294714,148308.13953488372,2016-01-11 00:00:00
1835,2016-01-14 00:00:00,RFC,Delaware,Vandalism,534.4831778458183,6973.684210526316,2016-01-14 00:00:00
1836,2016-01-17 00:00:00,WECC,Utah,Sabotage,131.05445040885473,9238.970149253732,2016-01-17 00:00:00
1837,2016-01-22 00:00:00,SERC,South Carolina,Weather,4598.028909817714,150000.0,2016-01-24 00:00:00
1838,2016-01-23 00:00:00,RFC,New Jersey,Weather,86.11861443918144,50900.0,2016-01-23 00:00:00
1839,2016-02-05 00:00:00,NPCC,Rhode Island,Weather,170.00352673618096,115057.0,2016-02-06 00:00:00
1841,2016-02-07 00:00:00,WECC,Oregon,Sabotage,17.359215826019042,4712.045454545455,Unknown
1842,2016-02-07 00:00:00,WECC,Utah,Vandalism,131.05445040885473,9238.970149253732,2016-02-07 00:00:00
1844,2016-02-16 00:00:00,RFC,West Virginia,Weather,142.51264868587413,52640.0,2016-02-16 00:00:00
1845,2016-02-19 00:00:00,RFC,Michigan,Weather,389.7851298816305,145314.0,2016-02-20 00:00:00
1846,2016-02-21 00:00:00,WECC,Oregon,Sabotage,17.359215826019042,4712.045454545455,2016-02-21 00:00:00
1847,2016-02-24 00:00:00,SERC,South Carolina,Weather,400.0,284610.0,2016-02-25 00:00:00
1848,2016-02-24 00:00:00,RFC,Delaware,Vandalism,540.3545414590222,6973.684210526316,2016-02-24 00:00:00
1849,2016-02-25 00:00:00,NPCC,Vermont,Weather,72.8917153934307,114190.0,2016-02-25 00:00:00
1851,2016-02-26 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,Unknown
1852,2016-03-01 00:00:00,WECC,Idaho,Vandalism,68.50671081848073,1736.423076923077,Unknown
1853,2016-03-01 00:00:00,WECC,Washington,Weather,271.4139681316148,56000.0,Unknown
1854,2016-03-03 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,2016-04-06 00:00:00
1855,2016-03-08 00:00:00,WECC,Idaho,Sabotage,68.50671081848073,1736.423076923077,2016-03-08 00:00:00
1856,2016-03-10 00:00:00,WECC,Washington,Sabotage,271.4139681316148,55748.43961352657,2016-03-11 00:00:00
1857,2016-03-13 00:00:00,WECC,Washington,Sabotage,271.4139681316148,55748.43961352657,Unknown
1858,2016-03-13 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,Unknown
1859,2016-03-23 00:00:00,WECC,Colorado,Weather,19.38439024748377,9019.057142857142,2016-03-25 00:00:00
1860,2016-03-27 00:00:00,WECC,Nevada,Sabotage,2657.17670377655,110000.0,2016-03-27 00:00:00
1861,2016-03-30 00:00:00,NPCC,Massachusetts,Sabotage,200.0,50500.0,2016-03-31 00:00:00
1862,2016-04-01 00:00:00,FRCC,Florida,Sabotage,784.0531950652353,202340.86111111112,2016-04-01 00:00:00
1863,2016-04-02 00:00:00,WECC,California,System Operations,360.0,58512.31137724551,2016-04-02 00:00:00
1865,2016-04-14 00:00:00,RFC,Maryland,Sabotage,306.0621371704791,91609.6888888889,2016-04-15 00:00:00
1866,2016-04-15 00:00:00,WECC,Utah,Vandalism,131.05445040885473,9238.970149253732,2016-04-15 00:00:00
1867,2016-04-18 00:00:00,TRE,Texas,Weather,227.61758764334965,415103.0,2016-04-20 00:00:00
1868,2016-04-27 00:00:00,SERC,Tennessee,Vandalism,251.62413084738048,49784.83870967742,Unknown
1869,2016-04-27 00:00:00,TRE,Texas,Weather,227.61758764334965,214864.0,2016-04-28 00:00:00
1870,2016-04-27 00:00:00,TRE,Texas,Sabotage,227.61758764334965,75034.07073954983,2016-04-27 00:00:00
1871,2016-05-07 00:00:00,NPCC,New York,Sabotage,218.33384717844993,54921.72173913044,2016-05-07 00:00:00
1874,2016-05-14 00:00:00,SERC,Missouri,Sabotage,82.32797873704556,36113.92682926829,2016-05-15 00:00:00
1875,2016-05-19 00:00:00,WECC,Utah,System Operations,461.0,85179.0,2016-05-20 00:00:00
1877,2016-05-20 00:00:00,SERC,Louisiana,Weather,120.93986388353828,57184.0,Unknown 
1878,2016-05-24 00:00:00,SERC,Missouri,Vandalism,82.32797873704556,36113.92682926829,Unknown 
1879,2016-05-26 00:00:00,NPCC,New York,Transmission Interruption,82.0,56645.0,2016-05-27 00:00:00
1880,2016-05-31 00:00:00,NPCC,New York,Fuel Supply Deficiency,150.0,54921.72173913044,2016-06-13 00:00:00
1882,2016-06-14 00:00:00,RFC,New Jersey,Vandalism,86.11861443918144,139243.76923076922,2016-06-14 00:00:00
1883,2016-06-17 00:00:00,SERC,Mississippi,Weather,304.0,91260.0,2016-06-18 00:00:00
1884,2016-06-17 00:00:00,RFC,Delaware,Vandalism,545.1036574498481,6973.684210526316,2016-06-17 00:00:00
1886,2016-07-05 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,52000.0,2016-07-06 00:00:00
1887,2016-07-05 00:00:00,MRO,Wisconsin,Severe Weather,81.56188381985727,250000.0,2016-07-06 00:00:00
1888,2016-07-07 00:00:00,SERC,Missouri,Severe Weather,82.32797873704556,58500.0,2016-07-07 00:00:00
1889,2016-07-07 00:00:00,SERC,North Carolina,Vandalism,294.72639258283976,75850.97619047618,2016-07-07 00:00:00
1890,2016-07-08 00:00:00,SERC,North Carolina,Severe Weather,600.0,203345.0,2016-07-09 00:00:00
1891,2016-07-08 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,160895.0,2016-07-09 00:00:00
1892,2016-07-08 00:00:00,RFC,West Virginia,Severe Weather,142.51264868587413,62961.0,Unknown
1893,2016-07-09 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,62000.0,2016-07-11 00:00:00
1894,2016-07-12 00:00:00,PR,Puerto Rico,System Operations,450.0,218000.0,2016-07-12 00:00:00
1895,2016-07-13 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,2016-07-13 00:00:00
1896,2016-07-13 00:00:00,SERC,Tennessee,System Operations,251.62413084738048,49784.83870967742,Unknown
1897,2016-07-14 00:00:00,SPP,Oklahoma,Severe Weather,124.69022376824957,7300.0,2016-07-16 00:00:00
1899,2016-07-14 00:00:00,SPP,Oklahoma,Severe Weather,124.69022376824957,96966.0,2016-07-15 00:00:00
1900,2016-07-19 00:00:00,WECC,Idaho,System Operations,290.0,1736.423076923077,2016-07-19 00:00:00
1901,2016-07-19 00:00:00,WECC,Idaho,System Operations,485.0,1736.423076923077,2016-07-19 00:00:00
1902,2016-07-21 00:00:00,PR,Puerto Rico,System Operations,200.0,266000.0,2016-07-22 00:00:00
1903,2016-07-21 00:00:00,RFC,Delaware,Suspicious Activity,550.5905322377089,6973.684210526316,2016-07-21 00:00:00
1904,2016-07-22 00:00:00,NPCC,Vermont,Severe Weather,72.8917153934307,57058.0,2016-07-23 00:00:00
1905,2016-07-23 00:00:00,RFC,Pennsylvania,System Operations,87.0,148308.13953488372,2016-07-23 00:00:00
1906,2016-07-23 00:00:00,NPCC,Vermont,Severe Weather,72.8917153934307,101073.0,2016-07-24 00:00:00
1907,2016-07-25 00:00:00,PR,Puerto Rico,System Operations,207.4610361197643,92714.28571428571,2016-07-26 00:00:00
1908,2016-07-26 00:00:00,PR,Puerto Rico,System Operations,25.0,37100.0,2016-07-27 00:00:00
1909,2016-07-27 00:00:00,PR,Puerto Rico,System Operations,80.0,106300.0,2016-07-28 00:00:00
1910,2016-07-28 00:00:00,PR,Puerto Rico,System Operations,22.0,21600.0,2016-07-29 00:00:00
1911,2016-07-29 00:00:00,PR,Puerto Rico,System Operations,207.4610361197643,92714.28571428571,2016-07-29 00:00:00
1912,2016-08-04 00:00:00,RFC,Delaware,Vandalism,553.3945208057372,6973.684210526316,2016-08-04 00:00:00
1913,2016-08-07 00:00:00,WECC,New Mexico,System Operations,183.91140499265592,11874.25,2016-08-07 00:00:00
1914,2016-08-10 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,Unknown
1915,2016-08-11 00:00:00,RFC,Ohio,Severe Weather,358.3345594163688,62140.0,2016-08-11 00:00:00
1916,2016-08-13 00:00:00,SERC,South Carolina,System Operations,506.0,130797.42028985507,2016-08-13 00:00:00
1918,2016-08-23 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,72200.0,2016-08-24 00:00:00
1921,2016-08-25 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,2016-08-26 00:00:00
1922,2016-08-31 00:00:00,WECC,Colorado,Transmission Interruption,19.38439024748377,9019.057142857142,2016-08-31 00:00:00
1924,2016-09-01 00:00:00,FRCC,Florida,Severe Weather,100.0,202340.86111111112,Unknown
1925,2016-09-02 00:00:00,FRCC,Florida,Severe Weather,450.0,75000.0,2016-09-04 00:00:00
1926,2016-09-02 00:00:00,FRCC,Florida,Severe Weather,225.0,90000.0,2016-09-02 00:00:00
1927,2016-09-02 00:00:00,SERC,Georgia,Severe Weather,1495.8704706470123,57000.0,2016-09-03 00:00:00
1929,2016-09-08 00:00:00,NPCC,New York,Fuel Supply Deficiency,210.0,54921.72173913044,2016-09-25 00:00:00
1931,2016-09-10 00:00:00,WECC,Washington,Generation Inadequacy,135.0,55748.43961352657,2016-09-10 00:00:00
1932,2016-09-11 00:00:00,NPCC,Vermont,Severe Weather,72.8917153934307,57960.0,2016-09-11 00:00:00
1933,2016-09-12 00:00:00,WECC,New Mexico,Generation Inadequacy,110.0,53753.0,2016-09-12 00:00:00
1936,2016-09-22 00:00:00,MRO,Iowa,System Operations,69.0,19124.0,2016-09-22 00:00:00
1937,2016-09-25 00:00:00,WECC,Utah,Vandalism,20.0,10000.0,2016-09-25 00:00:00
1939,2016-10-02 00:00:00,WECC,Utah,Transmission Interruption,50.0,4000.0,10/05/2016
1942,2016-10-05 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,Unknown
1944,2016-10-06 00:00:00,FRCC,Florida,Severe Weather,5600.0,1200000.0,2016-10-08 00:00:00
1945,2016-10-07 00:00:00,FRCC,Florida,Severe Weather,413.0,165000.0,10/09/2016
1946,2016-10-07 00:00:00,TRE,Texas,Generation Inadequacy,227.61758764334965,75034.07073954983,10/07/2016
1947,2016-10-07 00:00:00,SERC,Georgia,Severe Weather,122.0,36384.0,10/12/2016
1948,2016-10-07 00:00:00,FRCC,Florida,Severe Weather,784.0531950652353,202340.86111111112,Unknown
1949,2016-10-07 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,130797.42028985507,Unknown
1950,2016-10-08 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,130797.42028985507,10/13/2016
1951,2016-10-08 00:00:00,SERC,North Carolina,Severe Weather,294.72639258283976,44875.0,10/09/2016
1952,2016-10-08 00:00:00,SERC,South Carolina,Severe Weather,1050.0,290824.0,Unknown
1953,2016-10-10 00:00:00,TRE,Texas,Generation Inadequacy,227.61758764334965,75034.07073954983,10/10/2016
1954,2016-10-12 00:00:00,WECC,Nevada,Vandalism,4.0,1671.0,10/12/2016
1955,2016-10-18 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,10/21/2016
1956,2016-10-20 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,10/20/2016
1957,2016-10-25 00:00:00,SERC,Tennessee,Vandalism,251.62413084738048,49784.83870967742,10/27/2016
1958,2016-10-26 00:00:00,WECC,Wyoming,Vandalism,112.9106963937456,96145.3351725795,10/26/2016
1962,2016-11-09 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,11/09/2016
1963,2016-11-01 00:00:00,WECC,Washington,Transmission Interruption,271.4139681316148,55748.43961352657,Unknown
1964,2016-12-08 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,12/08/2016
1965,2016-12-11 00:00:00,WECC,Utah,Vandalism,131.05445040885473,9238.970149253732,12/11/2016
1966,2016-12-13 00:00:00,WECC,California,Cyber Event,492.8332770163392,58512.31137724551,12/13/2016
1967,2016-12-15 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,Unknown
1968,2016-12-16 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,12/16/2016
1969,2016-12-26 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,12/26/2016
1970,2016-12-28 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,12/31/2016
1973,2017-01-05 00:00:00,FRCC,Florida,Suspected Physical Attack,784.0531950652353,202340.86111111112,01/05/2017
1974,2017-01-08 00:00:00,WECC,California,Severe Weather,492.8332770163392,106000.0,01/13/2017
1975,2017-01-08 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,Unknown
1976,2017-01-10 00:00:00,WECC,California,Severe Weather,492.8332770163392,87000.0,01/13/2017
1978,2017-01-15 00:00:00,SPP,Oklahoma,Severe Weather,1.0,788.0,01/17/2017
1979,2017-01-18 00:00:00,WECC,California,Severe Weather,492.8332770163392,75000.0,01/19/2017
1980,2017-01-22 00:00:00,WECC,California,Severe Weather,97.0,64000.0,01/24/2017
1981,2017-01-22 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,Unknown
1982,2017-01-22 00:00:00,SERC,Mississippi,Severe Weather,100.0,29965.0,01/23/2017
1983,2017-02-02 00:00:00,WECC,New Mexico,Transmission Interruption,396.0,149223.0,2017-02-02 00:00:00
1984,2017-02-02 00:00:00,WECC,New Mexico,Transmission Interruption,400.0,11874.25,Unknown
1985,2017-02-06 00:00:00,WECC,Washington,Severe Weather,271.4139681316148,103000.0,2017-02-06 00:00:00
1986,2017-02-09 00:00:00,NPCC,Rhode Island,Severe Weather,174.28215800856333,11525.0,2017-02-10 00:00:00
1987,2017-02-11 00:00:00,WECC,Utah,Actual Physical Attack,131.05445040885473,9238.970149253732,2017-02-11 00:00:00
